REFERENCE	 DEGRADED	 PESQMOS	 MOSLQO	 SAMPLE_FREQ	 MODE
../data/speech/test/clean/FMGD0_SX304.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MDAB0_SX49_sample_spectrum_spectrum.wav	 1.193	 1.212	 16000	nb16000
../data/speech/test/clean/FDHC0_SX209.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/FDHC0_SX299_sample_spectrum_spectrum.wav	 0.058	 1.040	 16000	nb16000
../data/speech/test/clean/MDAB0_SX229.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MGRT0_SI2080_sample_spectrum_spectrum.wav	 0.086	 1.042	 16000	nb16000
../data/speech/test/clean/FMGD0_SX124.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/FMGD0_SI934_sample_spectrum_spectrum.wav	 1.177	 1.207	 16000	nb16000
../data/speech/test/clean/FELC0_SX396.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/FMGD0_SX124_sample_spectrum_spectrum.wav	 0.593	 1.089	 16000	nb16000
../data/speech/test/clean/FELC0_SX36.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MGRT0_SX280_sample_spectrum_spectrum.wav	 1.169	 1.205	 16000	nb16000
../data/speech/test/clean/FMGD0_SI1564.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MGRT0_SX10_sample_spectrum_spectrum.wav	 0.384	 1.065	 16000	nb16000
../data/speech/test/clean/FDHC0_SX29.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/FDHC0_SI929_sample_spectrum_spectrum.wav	 1.207	 1.216	 16000	nb16000
../data/speech/test/clean/MGRT0_SX100.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MGRT0_SX190_sample_spectrum_spectrum.wav	 0.680	 1.101	 16000	nb16000
../data/speech/test/clean/MGRT0_SI820.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MGRT0_SX100_sample_spectrum_spectrum.wav	 1.254	 1.231	 16000	nb16000
../data/speech/test/clean/MCMJ0_SX284.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MCMJ0_SX284_sample_spectrum_spectrum.wav	 1.742	 1.452	 16000	nb16000
../data/speech/test/clean/MGRT0_SX280.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MGRT0_SI1450_sample_spectrum_spectrum.wav	 1.074	 1.179	 16000	nb16000
../data/speech/test/clean/MGRT0_SX370.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/FELC0_SI1386_sample_spectrum_spectrum.wav	 0.661	 1.098	 16000	nb16000
../data/speech/test/clean/MDAB0_SI1039.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/FELC0_SX126_sample_spectrum_spectrum.wav	 1.469	 1.312	 16000	nb16000
../data/speech/test/clean/FDHC0_SX299.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/FMGD0_SX394_sample_spectrum_spectrum.wav	 0.404	 1.067	 16000	nb16000
../data/speech/test/clean/FDHC0_SI2189.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MCMJ0_SX14_sample_spectrum_spectrum.wav	 0.164	 1.047	 16000	nb16000
../data/speech/test/clean/MDAB0_SI2299.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/FDHC0_SI1559_sample_spectrum_spectrum.wav	 0.455	 1.072	 16000	nb16000
../data/speech/test/clean/MCMJ0_SX14.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MDAB0_SX229_sample_spectrum_spectrum.wav	 0.383	 1.065	 16000	nb16000
../data/speech/test/clean/MDAB0_SX139.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MCMJ0_SX374_sample_spectrum_spectrum.wav	 0.564	 1.085	 16000	nb16000
../data/speech/test/clean/FMGD0_SX214.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/FDHC0_SX29_sample_spectrum_spectrum.wav	 0.556	 1.084	 16000	nb16000
../data/speech/test/clean/MCMJ0_SI1094.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/FDHC0_SX119_sample_spectrum_spectrum.wav	 1.067	 1.177	 16000	nb16000
../data/speech/test/clean/MDAB0_SI1669.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MDAB0_SI1039_sample_spectrum_spectrum.wav	 0.266	 1.055	 16000	nb16000
../data/speech/test/clean/MCMJ0_SI464.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MCMJ0_SI1094_sample_spectrum_spectrum.wav	 0.774	 1.116	 16000	nb16000
../data/speech/test/clean/FELC0_SI756.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/FMGD0_SX304_sample_spectrum_spectrum.wav	 2.517	 2.156	 16000	nb16000
../data/speech/test/clean/MDAB0_SX409.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MDAB0_SI2299_sample_spectrum_spectrum.wav	 0.551	 1.083	 16000	nb16000
../data/speech/test/clean/MGRT0_SX10.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MCMJ0_SI602_sample_spectrum_spectrum.wav	 0.539	 1.082	 16000	nb16000
../data/speech/test/clean/MCMJ0_SX374.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MDAB0_SI1669_sample_spectrum_spectrum.wav	 0.822	 1.124	 16000	nb16000
../data/speech/test/clean/FDHC0_SX119.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/FMGD0_SI2194_sample_spectrum_spectrum.wav	 0.572	 1.086	 16000	nb16000
../data/speech/test/clean/MCMJ0_SI602.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MCMJ0_SX194_sample_spectrum_spectrum.wav	 0.229	 1.052	 16000	nb16000
../data/speech/test/clean/MGRT0_SI1450.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/FELC0_SX396_sample_spectrum_spectrum.wav	 2.409	 2.027	 16000	nb16000
../data/speech/test/clean/MDAB0_SX49.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/FDHC0_SX389_sample_spectrum_spectrum.wav	 0.103	 1.043	 16000	nb16000
../data/speech/test/clean/MDAB0_SX319.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/FELC0_SX306_sample_spectrum_spectrum.wav	 0.864	 1.132	 16000	nb16000
../data/speech/test/clean/FMGD0_SX34.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MDAB0_SX319_sample_spectrum_spectrum.wav	 0.497	 1.077	 16000	nb16000
../data/speech/test/clean/FMGD0_SX394.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/FELC0_SX36_sample_spectrum_spectrum.wav	 0.440	 1.071	 16000	nb16000
../data/speech/test/clean/FDHC0_SI1559.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MCMJ0_SI464_sample_spectrum_spectrum.wav	 0.231	 1.052	 16000	nb16000
../data/speech/test/clean/FELC0_SX126.wav	 ../spectrum/speech/test/noisy/factory2/m5dB/MCMJ0_SX104_sample_spectrum_spectrum.wav	 1.323	 1.255	 16000	nb16000
../data/speech/test/clean/MGRT0_SX190.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FELC0_SI756_sample_spectrum_spectrum.wav	 0.785	 1.118	 16000	nb16000
../data/speech/test/clean/FELC0_SX216.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FELC0_SX216_sample_spectrum_spectrum.wav	 1.539	 1.344	 16000	nb16000
../data/speech/test/clean/FELC0_SX306.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MDAB0_SX409_sample_spectrum_spectrum.wav	 0.794	 1.119	 16000	nb16000
../data/speech/test/clean/MCMJ0_SX104.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FELC0_SI2016_sample_spectrum_spectrum.wav	 0.729	 1.108	 16000	nb16000
../data/speech/test/clean/FDHC0_SX389.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MDAB0_SX139_sample_spectrum_spectrum.wav	 0.094	 1.042	 16000	nb16000
../data/speech/test/clean/FELC0_SI2016.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MGRT0_SX370_sample_spectrum_spectrum.wav	 1.973	 1.610	 16000	nb16000
../data/speech/test/clean/FMGD0_SI934.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FDHC0_SX209_sample_spectrum_spectrum.wav	 0.750	 1.112	 16000	nb16000
../data/speech/test/clean/FMGD0_SI2194.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FMGD0_SX34_sample_spectrum_spectrum.wav	 1.191	 1.211	 16000	nb16000
../data/speech/test/clean/FDHC0_SI929.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MGRT0_SI820_sample_spectrum_spectrum.wav	 1.076	 1.179	 16000	nb16000
../data/speech/test/clean/FELC0_SI1386.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FDHC0_SI2189_sample_spectrum_spectrum.wav	 0.547	 1.083	 16000	nb16000
../data/speech/test/clean/MGRT0_SI2080.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FMGD0_SI1564_sample_spectrum_spectrum.wav	 0.042	 1.039	 16000	nb16000
../data/speech/test/clean/MCMJ0_SX194.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FMGD0_SX214_sample_spectrum_spectrum.wav	 0.219	 1.051	 16000	nb16000
../data/speech/test/clean/FMGD0_SX304.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MDAB0_SX49_sample_spectrum_spectrum.wav	 0.866	 1.132	 16000	nb16000
../data/speech/test/clean/FDHC0_SX209.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FDHC0_SX299_sample_spectrum_spectrum.wav	 0.019	 1.038	 16000	nb16000
../data/speech/test/clean/MDAB0_SX229.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MGRT0_SI2080_sample_spectrum_spectrum.wav	 0.265	 1.054	 16000	nb16000
../data/speech/test/clean/FMGD0_SX124.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FMGD0_SI934_sample_spectrum_spectrum.wav	 1.409	 1.287	 16000	nb16000
../data/speech/test/clean/FELC0_SX396.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FMGD0_SX124_sample_spectrum_spectrum.wav	 2.057	 1.679	 16000	nb16000
../data/speech/test/clean/FELC0_SX36.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MGRT0_SX280_sample_spectrum_spectrum.wav	 2.067	 1.687	 16000	nb16000
../data/speech/test/clean/FMGD0_SI1564.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MGRT0_SX10_sample_spectrum_spectrum.wav	 2.531	 2.174	 16000	nb16000
../data/speech/test/clean/FDHC0_SX29.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FDHC0_SI929_sample_spectrum_spectrum.wav	 0.404	 1.067	 16000	nb16000
../data/speech/test/clean/MGRT0_SX100.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MGRT0_SX190_sample_spectrum_spectrum.wav	 1.249	 1.230	 16000	nb16000
../data/speech/test/clean/MGRT0_SI820.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MGRT0_SX100_sample_spectrum_spectrum.wav	 3.228	 3.162	 16000	nb16000
../data/speech/test/clean/MCMJ0_SX284.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MCMJ0_SX284_sample_spectrum_spectrum.wav	 2.093	 1.709	 16000	nb16000
../data/speech/test/clean/MGRT0_SX280.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MGRT0_SI1450_sample_spectrum_spectrum.wav	 0.752	 1.112	 16000	nb16000
../data/speech/test/clean/MGRT0_SX370.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FELC0_SI1386_sample_spectrum_spectrum.wav	 0.937	 1.147	 16000	nb16000
../data/speech/test/clean/MDAB0_SI1039.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FELC0_SX126_sample_spectrum_spectrum.wav	 2.224	 1.831	 16000	nb16000
../data/speech/test/clean/FDHC0_SX299.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FMGD0_SX394_sample_spectrum_spectrum.wav	 2.060	 1.681	 16000	nb16000
../data/speech/test/clean/FDHC0_SI2189.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MCMJ0_SX14_sample_spectrum_spectrum.wav	 0.174	 1.048	 16000	nb16000
../data/speech/test/clean/MDAB0_SI2299.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FDHC0_SI1559_sample_spectrum_spectrum.wav	 0.209	 1.050	 16000	nb16000
../data/speech/test/clean/MCMJ0_SX14.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MDAB0_SX229_sample_spectrum_spectrum.wav	 0.353	 1.062	 16000	nb16000
../data/speech/test/clean/MDAB0_SX139.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MCMJ0_SX374_sample_spectrum_spectrum.wav	 0.313	 1.058	 16000	nb16000
../data/speech/test/clean/FMGD0_SX214.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FDHC0_SX29_sample_spectrum_spectrum.wav	 0.877	 1.135	 16000	nb16000
../data/speech/test/clean/MCMJ0_SI1094.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FDHC0_SX119_sample_spectrum_spectrum.wav	 0.853	 1.130	 16000	nb16000
../data/speech/test/clean/MDAB0_SI1669.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MDAB0_SI1039_sample_spectrum_spectrum.wav	 0.367	 1.063	 16000	nb16000
../data/speech/test/clean/MCMJ0_SI464.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MCMJ0_SI1094_sample_spectrum_spectrum.wav	 0.932	 1.146	 16000	nb16000
../data/speech/test/clean/FELC0_SI756.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FMGD0_SX304_sample_spectrum_spectrum.wav	 -0.039	 1.034	 16000	nb16000
../data/speech/test/clean/MDAB0_SX409.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MDAB0_SI2299_sample_spectrum_spectrum.wav	 0.593	 1.089	 16000	nb16000
../data/speech/test/clean/MGRT0_SX10.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MCMJ0_SI602_sample_spectrum_spectrum.wav	 0.806	 1.121	 16000	nb16000
../data/speech/test/clean/MCMJ0_SX374.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MDAB0_SI1669_sample_spectrum_spectrum.wav	 1.464	 1.310	 16000	nb16000
../data/speech/test/clean/FDHC0_SX119.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FMGD0_SI2194_sample_spectrum_spectrum.wav	 0.589	 1.088	 16000	nb16000
../data/speech/test/clean/MCMJ0_SI602.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MCMJ0_SX194_sample_spectrum_spectrum.wav	 0.500	 1.077	 16000	nb16000
../data/speech/test/clean/MGRT0_SI1450.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FELC0_SX396_sample_spectrum_spectrum.wav	 3.155	 3.054	 16000	nb16000
../data/speech/test/clean/MDAB0_SX49.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FDHC0_SX389_sample_spectrum_spectrum.wav	 0.112	 1.043	 16000	nb16000
../data/speech/test/clean/MDAB0_SX319.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FELC0_SX306_sample_spectrum_spectrum.wav	 1.135	 1.195	 16000	nb16000
../data/speech/test/clean/FMGD0_SX34.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MDAB0_SX319_sample_spectrum_spectrum.wav	 0.575	 1.086	 16000	nb16000
../data/speech/test/clean/FMGD0_SX394.wav	 ../spectrum/speech/test/noisy/factory2/0dB/FELC0_SX36_sample_spectrum_spectrum.wav	 0.627	 1.093	 16000	nb16000
../data/speech/test/clean/FDHC0_SI1559.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MCMJ0_SI464_sample_spectrum_spectrum.wav	 0.314	 1.059	 16000	nb16000
../data/speech/test/clean/FELC0_SX126.wav	 ../spectrum/speech/test/noisy/factory2/0dB/MCMJ0_SX104_sample_spectrum_spectrum.wav	 0.929	 1.145	 16000	nb16000
